FS1_M,SE_M,SE_V,FS1_V,EPS1_M,PS3_M,FS1_S,PS1_M,PS2_S,PS2_K,PS3_V,TS2_M,VS1_K,VS1_S,PS1_V,TS1_M,PS2_M
0.189098438,0.180845925,0.130954862,0.07824371,0.05620154,0.033017729,0.02908093,0.021071423,0.016111653,0.015295401,0.013453641,0.012585976,0.011226906,0.010700633,0.010298316,0.009342109,0.00880155
