PS2_S,PS2_K,SE_K,SE_S,PS2_V,PS1_K,FS1_S,EPS1_K,PS2_M,SE_M,PS1_V,FS1_M,SE_V,PS1_S,FS1_V,EPS1_V,EPS1_S
0.199316863,0.189970141,0.097635033,0.087437088,0.040644093,0.04008437,0.033696031,0.029878404,0.026773522,0.024381209,0.020656831,0.019896836,0.015199284,0.014785216,0.014270434,0.01375118,0.010270263
