CP_M,CE_M,PS5_M,TS4_M,PS6_M,TS1_M,TS2_M,PS3_K,PS3_S,FS2_M,TS2_V,TS3_M,PS1_V,VS1_M,EPS1_V,PS3_M,FS2_V
0.119742771,0.101796837,0.079733079,0.078336708,0.078162864,0.064265988,0.047964948,0.047190692,0.046019739,0.041021284,0.040720899,0.037175203,0.031680541,0.0262436,0.024816218,0.023483284,0.013123618
