FS1_S,PS3_S,FS2_M,TS2_M,TS4_M,TS1_M,TS3_M,PS6_M,FS1_K,PS5_M,PS3_V,EPS1_M,PS3_K,SE_K,SE_S,SE_M,CE_M
0.069521484,0.063979086,0.063780819,0.046970858,0.045127018,0.044326913,0.043118947,0.037018488,0.036990293,0.036763266,0.033916973,0.028061839,0.026685704,0.023601267,0.023030787,0.022559755,0.020010529
