FS1_M,SE_M,SE_V,FS1_V,EPS1_M,PS3_M,FS1_S,PS1_M,PS2_S,PS2_K,PS3_V,TS2_M,VS1_K,VS1_S,PS1_V,TS1_M,PS2_M
0.18909843790527964,0.18084592458605153,0.1309548618422483,0.07824371009363079,0.05620154012145739,0.03301772947044631,0.029080929602036405,0.021071422972372283,0.016111653092149306,0.015295401311579753,0.013453641487411207,0.012585975738122715,0.01122690636992742,0.010700632980579512,0.010298315510758077,0.009342109469381434,0.008801550419784228
