FS1_S,PS3_S,FS2_M,TS2_M,TS4_M,TS1_M,TS3_M,PS6_M,FS1_K,PS5_M,PS3_V,EPS1_M,PS3_K,SE_K,SE_S,SE_M,CE_M
0.06952148415217277,0.06397908611429887,0.0637808192605787,0.04697085814420943,0.04512701788405967,0.04432691265910643,0.04311894741925431,0.03701848819186046,0.03699029335525481,0.03676326559132186,0.03391697293115389,0.02806183895200229,0.02668570417361294,0.02360126672806043,0.023030786952644173,0.022559755301329226,0.020010529255480684
