PS2_K,PS2_S,SE_K,SE_S,PS2_V,PS1_K,FS1_S,EPS1_K,PS2_M,SE_M,PS1_V,FS1_M,SE_V,PS1_S,FS1_V,EPS1_V,EPS1_S
0.19931686320245376,0.18997014098209847,0.09763503275838777,0.08743708813372263,0.04064409308415672,0.04008436993803397,0.03369603122769696,0.029878403598224784,0.026773522083703098,0.024381209327831756,0.020656831265379635,0.019896835721799802,0.015199284319221816,0.014785215731308329,0.01427043377678492,0.013751180316277525,0.010270263039539752
