CE_M,CP_M,PS5_M,TS4_M,PS6_M,TS1_M,TS2_M,PS3_K,PS3_S,FS2_M,TS2_V,TS3_M,PS1_V,VS1_M,EPS1_V,PS3_M,FS2_V
0.11974277051870444,0.10179683653850195,0.07973307896944767,0.07833670848121634,0.07816286368204531,0.06426598827564123,0.04796494750947005,0.0471906917837314,0.04601973934499867,0.04102128378136793,0.040720899035716164,0.03717520285894499,0.03168054104929889,0.026243600118273105,0.024816217704900227,0.023483284286848947,0.013123618483710695
