CE_M,CP_M,PS5_M,TS4_M,PS6_M,TS1_M,TS2_M,PS3_K,PS3_S,FS2_M,TS2_V,TS3_M,PS1_V,VS1_M,EPS1_V,PS3_M,FS2_V,TS1_V,EPS1_M,PS1_M,VS1_V,PS4_M,PS2_M,PS6_S,TS1_K,PS4_V,PS4_K,TS1_S,PS2_V,TS4_V,SE_V,PS4_S,PS3_V,PS5_K,EPS1_S,TS3_V,PS6_K,VS1_K,TS2_K,PS5_S,PS5_V,PS6_V,PS2_K,FS1_S,PS1_S,PS1_K,TS2_S,FS1_K,VS1_S,PS2_S,SE_S,EPS1_K,SE_K,FS1_M,CP_V,CE_V,TS3_S,FS2_K,SE_M,FS2_S,CP_K,TS3_K,TS4_K,FS1_V,CE_K,TS4_S,CE_S,CP_S
0.11974277051870444,0.10179683653850195,0.07973307896944767,0.07833670848121634,0.07816286368204531,0.06426598827564123,0.04796494750947005,0.0471906917837314,0.04601973934499867,0.04102128378136793,0.040720899035716164,0.03717520285894499,0.03168054104929889,0.026243600118273105,0.024816217704900227,0.023483284286848947,0.013123618483710695,0.012689002492021356,0.008974423109440643,0.008774807513249461,0.008200677291642497,0.008169791526907538,0.0072630697218689436,0.004390364473658432,0.0033933436029933046,0.0029933850349035127,0.0026904207917430446,0.0024634733502091883,0.0022231265410416587,0.002150739495985543,0.0020001234574021113,0.0019750777484763104,0.0017425038357278707,0.001729529019908498,0.0015846255335508802,0.001398188405528379,0.0013002598590765718,0.0011600002887095383,0.0010229230917455582,0.000907560829079899,0.0008770657454513405,0.0007412183655949267,0.0006917718554799712,0.0006602252414379876,0.0005691781880016957,0.0005183716790081511,0.0005152605820395518,0.0005085349566892341,0.0004377384803196334,0.0004316023279527886,0.000425968920227638,0.000402592893331843,0.00038336739115078886,0.00028525182116437753,0.000273355823171675,0.00026157540004369706,0.00024350177375263455,0.0002317397851305635,0.00021307694879941865,0.00014040374175873564,0.00012680892242563567,0.00012347984953607803,6.752667454206522e-05,6.67859531080854e-05,4.7185668338843256e-05,3.1016554143536385e-05,2.6904382717339274e-05,2.2800636993007212e-05
