PS2_K,PS2_S,SE_K,SE_S,PS2_V,PS1_K,FS1_S,EPS1_K,PS2_M,SE_M,PS1_V,FS1_M,SE_V,PS1_S,FS1_V,EPS1_V,EPS1_S,FS1_K,PS1_M,PS3_M,TS1_M,PS5_M,TS4_M,PS3_S,EPS1_M,PS6_M,TS2_M,TS3_M,FS2_M,VS1_M,TS2_V,PS3_K,PS3_V,TS1_V,CP_M,CE_M,TS1_S,TS1_K,PS5_K,TS2_S,PS6_K,VS1_S,VS1_V,TS3_S,TS3_V,VS1_K,FS2_V,PS4_M,PS6_S,TS3_K,PS5_V,CE_S,TS4_V,PS6_V,TS2_K,CP_S,TS4_S,PS4_V,PS5_S,CP_V,CP_K,FS2_S,CE_V,CE_K,FS2_K,TS4_K,PS4_S,PS4_K
0.19931686320245376,0.18997014098209847,0.09763503275838777,0.08743708813372263,0.04064409308415672,0.04008436993803397,0.03369603122769696,0.029878403598224784,0.026773522083703098,0.024381209327831756,0.020656831265379635,0.019896835721799802,0.015199284319221816,0.014785215731308329,0.01427043377678492,0.013751180316277525,0.010270263039539752,0.00913102834513526,0.007902275521342803,0.005718816528545701,0.005098700918006195,0.0046692728689354205,0.004538051543384873,0.004525673589442312,0.0044649578054359795,0.004350520036780255,0.004289169229047748,0.003941877675357885,0.0038846981058505434,0.0036180109009597244,0.003396936218613207,0.0032260084134497387,0.0031332530601990527,0.002638630984299831,0.0023464330456472,0.002315098502036158,0.002029280800688654,0.0018390231543867288,0.0017312366309933163,0.0017027154974873714,0.0016312573722384865,0.0015912489701017686,0.0015519509078306755,0.0015157426522172624,0.0013707424395250072,0.0013474256349136893,0.0013202169384213987,0.0012671769726723796,0.0012398744281092936,0.0012019867866168558,0.001190498920865124,0.0011415456562559512,0.0011326046387795082,0.0011162518204267504,0.0011101929566166978,0.0010357708536239086,0.0010252357138638968,0.0010103102193265,0.0009755061572517843,0.0009331275166413296,0.0008700021684949896,0.0008526462516310139,0.0008500703530629352,0.0008290886173491123,0.0008152077136564915,0.0007531942769387432,0.0006356378206039643,0.0005470173593169355
