FS1_M,SE_M,SE_V,FS1_V,EPS1_M,PS3_M,FS1_S,PS1_M,PS2_S,PS2_K,PS3_V,TS2_M,VS1_K,VS1_S,PS1_V,TS1_M,PS2_M,PS5_M,PS6_M,FS1_K,SE_K,PS1_S,TS3_M,PS3_S,SE_S,PS2_V,FS2_M,TS4_M,VS1_V,EPS1_S,EPS1_V,PS1_K,EPS1_K,VS1_M,PS3_K,TS1_S,TS2_V,CP_M,CE_M,TS1_V,TS2_S,PS5_K,TS1_K,FS2_V,PS4_M,PS6_V,PS6_K,PS5_V,TS2_K,PS5_S,TS4_V,TS3_V,PS4_K,PS6_S,CE_S,TS3_S,CP_S,CP_V,FS2_S,PS4_S,PS4_V,TS3_K,FS2_K,CE_V,CE_K,CP_K,TS4_S,TS4_K
0.18909843790527964,0.18084592458605153,0.1309548618422483,0.07824371009363079,0.05620154012145739,0.03301772947044631,0.029080929602036405,0.021071422972372283,0.016111653092149306,0.015295401311579753,0.013453641487411207,0.012585975738122715,0.01122690636992742,0.010700632980579512,0.010298315510758077,0.009342109469381434,0.008801550419784228,0.008720995038440076,0.008635672626909011,0.008527893295179305,0.007883080111991951,0.007870765417627571,0.007032696040551096,0.006982508976253035,0.006807972788559797,0.006675847988231903,0.006594916122708444,0.0064565320914177285,0.00627554809394249,0.005899606798619369,0.00578025873136773,0.005742984393591642,0.005227064106700164,0.0050329510573012,0.004702616059636473,0.004628307900778146,0.004161080499044246,0.0037070420935554718,0.0036428773383702317,0.003223068741496284,0.0030199373861758225,0.002551173071400478,0.002456021504053999,0.002227164077750229,0.0020161269684363546,0.0016223516706626215,0.0014650383150837656,0.0013716316478541565,0.0013495480783969555,0.0012732053730092324,0.0012073022740121619,0.0011737216060268927,0.0011651350015970618,0.0011550677104039293,0.0009447967433950121,0.0008241337301693017,0.0008198908565094143,0.0008038269239613476,0.0007645747549802388,0.0007072673022472384,0.000663115997725156,0.0006075298754916357,0.0006017051938110831,0.0005919296092731005,0.0005822813531261207,0.0005485483492367708,0.0005005020782793859,0.0004434432614410827
