FS1_S,PS3_S,FS2_M,TS2_M,TS4_M,TS1_M,TS3_M,PS6_M,FS1_K,PS5_M,PS3_V,EPS1_M,PS3_K,SE_K,SE_S,SE_M,CE_M,PS1_V,PS1_M,VS1_M,PS3_M,FS1_V,PS2_M,FS1_M,CP_M,PS2_V,EPS1_V,PS1_S,EPS1_S,PS1_K,FS2_V,TS2_S,SE_V,PS6_V,PS4_M,TS1_V,TS2_V,PS2_S,EPS1_K,PS5_S,VS1_V,PS5_V,PS2_K,TS2_K,PS5_K,PS6_K,VS1_S,TS1_K,PS4_S,TS1_S,VS1_K,TS4_V,PS6_S,PS4_V,TS3_V,FS2_S,PS4_K,TS3_S,CP_V,CE_V,TS3_K,FS2_K,CE_K,CP_K,CP_S,CE_S,TS4_K,TS4_S
0.06952148415217277,0.06397908611429887,0.0637808192605787,0.04697085814420943,0.04512701788405967,0.04432691265910643,0.04311894741925431,0.03701848819186046,0.03699029335525481,0.03676326559132186,0.03391697293115389,0.02806183895200229,0.02668570417361294,0.02360126672806043,0.023030786952644173,0.022559755301329226,0.020010529255480684,0.018552824700504348,0.017883654641595036,0.016154392079431628,0.015264568847662283,0.014775827646551035,0.013146895477377508,0.012915100589906584,0.012220306651731303,0.01054470564234032,0.0103900928452969,0.01013290699460411,0.01002313730881697,0.009751279527506004,0.009205092979617687,0.008890739456097882,0.008765422807223724,0.00850609945491689,0.007917319105750128,0.007791204363390237,0.007716257427039691,0.007175523231642858,0.007031477069319796,0.0066958845778039506,0.006135027207476373,0.005293633420322745,0.005044749718667639,0.004984318850474632,0.004949523198803995,0.004804278874531283,0.003715848310809228,0.0037063154957627754,0.0036550861916086266,0.003475546128365027,0.003377468115709033,0.0033761253135129476,0.0030076682587658874,0.002949999972128947,0.0024030359429425808,0.0022224655814363013,0.0021411159698151313,0.0020110660498794154,0.0019186407969035244,0.0018486110866995544,0.0017894852016865478,0.0017088158413566946,0.00166497349978684,0.0016455855380040434,0.0014880149597709838,0.0013454583915855707,0.0012806937628252084,0.0011417078278406817
